Montañeses 2434;Inst. Cultural Pueblo Blanco;I Cultural Pueblo Blanco;4783-3006/9;13;BELGRANO;-58.4517;-34.5543
Cap. Gral. Ramón Freire 1658;Centro de Estudios Interdisciplinarios para el Aprendizaje y la Comunicación;C E I para el aprendizaje;4552-4314 4551-6214;13;BELGRANO;-58.4605;-34.571
Ciudad de la Paz 1831;Escuela de Música de Buenos Aires;Esc de Música de BA;4782-4007;13;BELGRANO;-58.4554;-34.5651
Avda. Crisólogo Larralde 3281;Inst. Hull Cordell;I Hull Cordell;4542-6595/3623;12;SAAVEDRA;-58.4759;-34.5531
Moldes 2361;Colegio Evangélico Buenos Aires;Col Evangélico Buenos Aires;4788-0045;13;BELGRANO;-58.4614;-34.5612
Grecia 3273;Del Jacaranda;Del Jacarandá;4701-5427 4702-4823;13;NUÑEZ;-58.4617;-34.5492
Moldes 2160;Inst. Maestría;I Maestría;4788-3110 4781-7721;13;BELGRANO;-58.4601;-34.5631
Crámer 1222;El Jardín de la Esquina;El Jardín de la Esquina;4554-0771;13;COLEGIALES;-58.4522;-34.5716
Crámer 2547;Jardín de Infantes La Aldea;JI La Aldea;4542-8770;13;BELGRANO;-58.4648;-34.5605
Avda. Cabildo 2642;Inst. Educativo Cabildo;I Educ Cabildo;4786-9862;13;BELGRANO;-58.4611;-34.5573
Arcos 4531;Lomas de Nuñez;Lomas de Nuñez;4703-1168;13;NUÑEZ;-58.4702;-34.5404
Terrada 5547;Inst. Pedagógico Mi Amanecer;I Pedagógico Mi Amanecer;4703-5937;12;VILLA PUEYRREDON;-58.507;-34.5787
Franklin Delano Roosevelt 2112;Milenio III;Milenio III;4781-8622 4782-9100;13;BELGRANO;-58.4581;-34.556
Avda. San Isidro Labrador 4122;Inst. Tecnológico de Música Contemporánea;I T de Música Contemporánea;4702-2585;12;SAAVEDRA;-58.4714;-34.5461
Ortiz de Ocampo 2590;Inst. Privado de Capacitación Profesional;IP de Capacitación Profesional;4780-7654/7504;14;PALERMO;-58.405;-34.5828
Cuba 2665;Escuela Profesional de Cinematografia;E Profesional de Cinematografía;4783-3690;13;BELGRANO;-58.4592;-34.5556
Vuelta de Obligado 2874;El Buen Amigo;El Buen Amigo;4702-5920;13;NUÑEZ;-58.4621;-34.5542
Avda. Córdoba 1751;Colegio de Cocineros Gato Dumas;Col de Cocineros Gato Dumas;4783-3357;2;RECOLETA;-58.3923;-34.5995
Avda. Cabildo 885;ICEA  Altos Estudios;ICEA  Altos Estudios;4773-7447;14;PALERMO;-58.4454;-34.5695
Avda. Juan Bautista Alberdi 2555;Inst. Ana María Janer;I Ana María Janer;4612-3169/0427;7;FLORES;-58.4639;-34.6318
Avda. San Pedrito 1349;Inst. Elisa Harilaos;I Elisa Harilaos;4612-0859;7;FLORES;-58.4582;-34.6453
Avda. Directorio 2138;Inst. Ntra. Sra. de la Misericordia;I Ntra Sra de la Misericordia;4631-0316 4633-7734;7;FLORES;-58.4569;-34.6325
Mariano Acosta 195;Inst. Ntra. Sra. del Milagro;I Ntra Sra del Milagro;4671-7325;10;VELEZ SARSFIELD;-58.48;-34.636
Avda. Juan Bautista Alberdi 1948;Inst. Profesorado Jorge A. Susini;I Prof Jorge A Susini;4631-1866/6954;7;FLORES;-58.456;-34.6296
Avda. Rivadavia 6270;Inst. Inmaculada Concepción de Ntra. Sra. de Lourdes;I Ntra Sra de Lourdes;4631-2383 4633-7578;7;FLORES;-58.4549;-34.6261
José Bonifacio 2475;Inst. San José de Flores;I San José de Flores;4612-5958 4637-1513;7;FLORES;-58.4622;-34.6326
Avda. Directorio 2220;Inst. Virginio F. Grego;I Virginio F Grego;4631-6351;7;FLORES;-58.458;-34.6328
Lautaro 824;Inst. Guardia de Honor del Santísimo Rosario;I G H del Santísimo Rosario;4632-1591;7;FLORES;-58.4534;-34.636
Avda. Carabobo 967;Inst. Ntra. Sra. de Luján de San Jose de Flores;I Ntra Sra de Luján de Flores;4631-1989;7;FLORES;-58.4518;-34.6372
Zuviría 2660;Inst. Parroquial Sta. Clara;I P Santa Clara;4632-6750;7;FLORES;-58.4558;-34.643
Avda. Carabobo 56;Inst. Sara Chamberlain de Eccleston;I Sara Chamberlain de Eccleston;4631-4194/2255;7;FLORES;-58.4562;-34.6274
Avda. Curapaligüe 1155;Inst. Medalla Milagrosa;I Medalla Milagrosa;4921-4843 4925-5084 Fax;7;PARQUE CHACABUCO;-58.4464;-34.6363
Avda. Francisco Bilbao 3476;Inst. Luján Porteño;I Luján Porteño;4612-9541;9;PARQUE AVELLANEDA;-58.4698;-34.6419
Pergamino 53;Inst. Ntra. Sra. de la Paz;I Ntra Sra de la Paz;4611-9468/63;10;FLORESTA;-58.4743;-34.6329
José Martí 1562;Inst. Arzruni;I Arzruni;4612-1733 4637-6798;7;FLORES;-58.4602;-34.647
Varela 850;Escuela Integral Prof. Jaim Weitzman;E Int Prof Jaim Weitzman;4612-1171/7840;7;FLORES;-58.4589;-34.6391
Avda. Directorio 2959;Inst. Colegio Granaderos de San Martín;I Coleg Granaderos;4612-1816 4611-9670;7;FLORES;-58.4684;-34.6356
Avda. Juan Bautista Alberdi 1948;Inst. Profesorado Jorge A. Susini;I Prof Jorge A Susini;4631-1866/6954;7;FLORES;-58.456;-34.6296
Lautaro 122;Inst. Casa Verde;I Casa Verde;4631-6379;7;FLORES;-58.4569;-34.6287
José Bonifacio 2253;Inst. El Galileo;I El Galileo;4613-9643;7;FLORES;-58.4588;-34.6315
Avda. Francisco Bilbao 2449;Colegio Limerick;Col Limerick;4612-3833;7;FLORES;-58.4606;-34.6354
Avda. Rivadavia 3196;Estudio de Enseñanza e Investigaciones Informáticas;Enseñanza Investig Informáticas;4684-0275;3;BALVANERA;-58.4116;-34.6107
Cnel. Ramón L. Falcón 2670;Inst. ESBA - Flores;I ESBA - Flores;4637-1400/10;7;FLORES;-58.4659;-34.6313
Avda. Asamblea 1840;Inst. Argentino Coreano;I Arg Coreano;4631-6027;7;FLORES;-58.4497;-34.6393
Paysandú 942;Escuela Infantil Jardín del Tiempo;EI J del Tiempo;4582-9003;6;CABALLITO;-58.4527;-34.6129
Gral. José Gervasio de Artigas 1276;Inst. Sagrada Familia;I Sagrada Familia;4581-2774 4584-6390;11;VILLA GRAL. MITRE;-58.4706;-34.6161
Gral. César Díaz 2052;Inst. Cabrini;I Cabrini;4581-0272/7036;11;VILLA GRAL. MITRE;-58.4686;-34.6091
Alejandro Magariños Cervantes 3167;Inst. Carlos Steeb;I Carlos Steeb;4582-9838;11;VILLA SANTA RITA;-58.4832;-34.6151
Felipe Vallese 2549;Inst. Mons. Aneiros de San José;I Mons Aneiros de San José;4611-5764;7;FLORES;-58.4682;-34.6216
Paula Albarracín de Sarmiento 3436;Inst. Sta. Rita;I Sta Rita;4566-9005;11;VILLA SANTA RITA;-58.4875;-34.6154
Bolivia 667;Inst. San Roberto;I San Roberto;4612-0084;7;FLORES;-58.4682;-34.6233
Bahía Blanca 363;Inst. La Candelaria;I La Candelaria;4672-7090;10;FLORESTA;-58.4819;-34.6297
Avda. Nazca 537;Inst. Schonthal;I Schonthal;4612-1395 4637-1414;7;FLORES;-58.4715;-34.6259
Terrero 70;Colegio Numen;Col Numen;4632-0545;7;FLORES;-58.456;-34.6254
Dr. Juan Felipe Aranguren 2864;Inst. Dr. Emilio F. Cardenas;I Dr Emilio F Cárdenas;4611-3737;7;FLORES;-58.4716;-34.6251
Bogotá 3449;Inst. Argentino Arabe Islámico;I Arg Arabe Islámico;4611-2087;10;FLORESTA;-58.4777;-34.6291
Helguera 453;Inst. Puertas de Sion;I Puertas de Sión;4637-5897/98/99;7;FLORES;-58.4746;-34.6264
Terrada 1164;Escuela de Enfermeria del Htal. Israelita;E de Enfermería Htal Israelita;4581-0076/79 int.197;11;VILLA SANTA RITA;-58.4735;-34.6192
Granaderos 168;Escuela Para El Hombre Nuevo;Esc Para El Hombre Nuevo;4631-5429/4594;7;FLORES;-58.4599;-34.6258
Avda. Boyacá 1440;Inst. Ayelen;I Ayelén;4582-0590;11;VILLA GRAL. MITRE;-58.4666;-34.6131
Helguera 40;Inst. Eyelen;I Eyelén;4611-8163;7;FLORES;-58.4727;-34.6309
Gral. José Gervasio de Artigas 80;Abrahan Lincoln Flores;A Lincoln Flores;4637-3010/3515/1440;7;FLORES;-58.4646;-34.6284
Avda. Cerviño 3447;Jardín de Infantes Bumerang;JI Bumerang;4802-7945;14;PALERMO;-58.4077;-34.5805
Bogotá 2847;Inst. Recreativo Terapéutico Especial;IRTE;4611-6503;7;FLORES;-58.4705;-34.6271
Gavilán 75;Inst. Superior de Ciencias de la Salud;I Sup de Ciencias de la Salud;4633-7564 4631-5864;7;FLORES;-58.4603;-34.627
Manuel Artigas 6140;Inst. Calasancio Divina Pastora;I Calasancio Divina Pastora;4635-3642/7435;9;MATADEROS;-58.5047;-34.6517
Manuel Artigas 6142;Inst. San Vicente de Paul;I San Vicente de Paul;4635-3792;9;MATADEROS;-58.5047;-34.6518
Gregorio de Laferrere 5865;Inst. Ntra. Sra. de la Misericordia;I Ntra Sra de la Misericordia;4635-7182/0635;9;MATADEROS;-58.4907;-34.6612
Basualdo 780;Inst. San Pío X;I San Pío X;4683-0702/3023;9;MATADEROS;-58.4982;-34.6451
Dr. Florentino Ameghino 1441;Inst. Ntra. Sra. de los Remedios;I Ntra Sra de los Remedios;4683-9101;9;PARQUE AVELLANEDA;-58.4787;-34.6502
Avda. Larrazábal 1551;Inst. Plácido Marín;I Plácido Marín;4635-0115;9;MATADEROS;-58.4996;-34.6538
Crisóstomo Alvarez 5545;Inst. Canto a la Vida;I Canto a la Vida;4602-5138 4601-2789;8;VILLA LUGANO;-58.4831;-34.6688
Crisóstomo Alvarez 4680;Inst. Sara Chamberlain de Eccleston;I Sara Chamberlain de Eccleston;4638-0149;8;VILLA LUGANO;-58.4754;-34.6625
Avda. Olivera 1536;Crecer y Ser;Crecer y Ser;4684-2551;9;PARQUE AVELLANEDA;-58.4792;-34.6566
Avda. Tte. Gral. Donato Alvarez 2088;Inst. Educativo Paulo Freire;I Educ Paulo Freire;4583-3834;11;VILLA GRAL. MITRE;-58.465;-34.6031
Almte. Francisco J. Seguí 2272;Inst. Educativo Terapéutico Lazos-Fupa;I Educ Terapéutico Lazos-Fupa;4585-2159;15;PATERNAL;-58.462;-34.6001
Avda. del Campo 1653;Inst. Carolina E. de Martinez;I C de Martínez;4521-0258;15;VILLA ORTUZAR;-58.4704;-34.5876
San Blas 1640;Inst. Claret;I Claret;4581-0866/5610;11;VILLA GRAL. MITRE;-58.4652;-34.6036
Plaza 1154;Inst. San Roque;I San Roque;4552-4468/1602;15;VILLA ORTUZAR;-58.4674;-34.5811
Palpa 3480;Inst. San Pablo Apostol;I San Pablo Apóstol;4553-3415 4554-0585;13;COLEGIALES;-58.4528;-34.5797
Avda. San Martín 4460;Inst. San Juan María Vianney;I San Juan María Vianney;4502-3675/5220;11;VILLA DEL PARQUE;-58.4828;-34.5982
Juan Agustín García 2044;Escuela Evangelica Laura y Henry Fishbach;E E Laura y Henry Fishbach;4584-1043;11;VILLA GRAL. MITRE;-58.4716;-34.6051
Avda. Dorrego 894;Inst. Resurrección del Señor;I Resurrección del Señor;4855-7678;15;CHACARITA;-58.447;-34.5909
Quirós 2941;Inst. Educativo Sta. Teresita;I Educ Sta Teresita;4521-0422;15;PARQUE CHAS;-58.4763;-34.5898
Almte. Francisco J. Seguí 2130;Inst. Tel Aviv Central;I Tel Aviv Central;4581-9931;15;PATERNAL;-58.4625;-34.6016
Giribone 863;Escuela Argentina;Esc Argentina;4553-3904;15;CHACARITA;-58.4549;-34.5805
Olleros 3855;Escuela del Siglo Nuevo;Esc del Siglo Nuevo;4553-4872/9689;15;CHACARITA;-58.4522;-34.5843
Tinogasta 2685;Inst. Comunicaciones Cooperativa Trab. Ltda.;I Comunicaciones;4502-7377/8044;15;AGRONOMIA;-58.49;-34.597
Delgado 977;Escuela Técnica Philips;ET Philips;4555-4777/4776;13;COLEGIALES;-58.4557;-34.5774
Arribeños 1300;Escuela Comunitaria Arlene Fern;Esc Comunitaria Arlene Fern;4781-6090 4855-0255;14;PALERMO;-58.4439;-34.5658
Gral. José Gervasio de Artigas 2052;Colegio del Sendero Infantina;Col del Sendero Infantina;4581-3319;11;VILLA GRAL. MITRE;-58.4768;-34.6083
Avda. Forest 516;Jardín de Infantes Colmenitas;JI Colmenitas;4554-7079;15;CHACARITA;-58.4534;-34.5861
Giribone 1055;Inst. Lecanne;I Lecanne;4553-3466;15;CHACARITA;-58.4571;-34.5798
Avda. Federico Lacroze 3743;Inst. Privado Belgrano;I Priv Belgrano;4551-2404;15;CHACARITA;-58.4526;-34.5828
Andonaegui 2287;Inst. Beata Imelda;I Beata Imelda;4521-8764;12;VILLA URQUIZA;-58.4889;-34.5772
Bauness 2635;Inst. Privado Emilia Mourtier de Piran;I Priv Emilia Mourtier de Pirán;4521-0078/1644;12;VILLA URQUIZA;-58.4891;-34.5731
Avda. Olazábal 3871;Inst. Hijas de Jesus;I Hijas de Jesús;4542-6441 4546-1016;12;VILLA URQUIZA;-58.4735;-34.5691
Avda. Ricardo Balbín 4131;Inst. Sta. María de Nazareth;I Sta María de Nazareth;4541-5253/5808;12;SAAVEDRA;-58.4894;-34.5548
Díaz Colodrero 2431;Colegio Horacio Watson;Col Horacio Watson;4521-5180 4523-1349;12;VILLA URQUIZA;-58.4856;-34.5734
Quesada 5228;Escuela Cristo Rey;Esc Cristo Rey;4542-2737;12;VILLA URQUIZA;-58.4913;-34.5691
Bauness 2635;Inst. Obra de la Conservación de la Fe;I Obra de la Conservación de la Fe;4521-0078 4523-5102 Fax;12;VILLA URQUIZA;-58.4891;-34.5731
Blanco Encalada 5154;Inst. Sagrada Familia;I Sagrada Familia;4521-5117/7845;12;VILLA URQUIZA;-58.4871;-34.5759
Avda. Crisólogo Larralde 4841;Inst. Dulcísimo Nombre de Jesús;I Dulcísimo Nombre de Jesús;4541-9796;12;SAAVEDRA;-58.4905;-34.5605
Cullen 5193;Inst. Ntra. Sra. del Carmen;I Ntra Sra del Carmen;4521-5322/2294;12;VILLA URQUIZA;-58.4889;-34.5733
Estomba 1830;Inst. Juan S. Gaynor;I Juan S Gaynor;4552-6401 4553-1718;12;VILLA URQUIZA;-58.4696;-34.5731
Avda. Monroe 5352;Inst. Saint Jean;I Saint Jean;4521-8625/0478/8625;12;VILLA URQUIZA;-58.4888;-34.5759
Barzana 2040;Inst. Educativo San Alfonso;I Educ San Alfonso;4522-8735;12;VILLA URQUIZA;-58.4872;-34.5802
Pacheco 2059;Inst. Ceferino Namuncurá;I Ceferino Namuncurá;4521-8366/7697;12;VILLA URQUIZA;-58.4811;-34.5761
Nahuel Huapi 4140;Inst. San Patricio;I San Patricio;4545-7746;12;VILLA URQUIZA;-58.479;-34.5657
Echeverría 3920;Inst. San Vicente Pallotti;I San Vicente Pallotti;4551-3267;12;VILLA URQUIZA;-58.4706;-34.5718
Estomba 2636;Inst. Horizonte;I Horizonte;4543-5591;12;COGHLAN;-58.4755;-34.5659
Estomba 4052;Inst. Norbridge;I Norbridge;4541-7661;12;SAAVEDRA;-58.4856;-34.5529
Juramento 4751;Centro de Recuperación; Adaptación y Recreación;C Recup Adap y Recreación;15;12;-58.4791;-34.575
Galván 3266;Inst. Nuevos Aires;I Nuevos Aires;4545-4602/4554;12;VILLA URQUIZA;-58.4891;-34.5653
Ballivián 2230;Inst. Educativo Duayen;I Educ Duayen;4522-9292;15;VILLA ORTUZAR;-58.4742;-34.5787
Avda. Congreso 4931;Inst. Sir Thomas Malory;I Sir Thomas Malory;4541-7453;12;VILLA URQUIZA;-58.4884;-34.5686
Avda. Triunvirato 4671;Inst. ESBA - Villa Urquiza;I ESBA - Villa Urquiza;4521-3500;12;VILLA URQUIZA;-58.4859;-34.5745
Avda. Triunvirato 4654;Inst. Superior de Enseñanza Intercambio;I Sup de E Intercambio;4521-0578;12;VILLA URQUIZA;-58.4861;-34.5747
Zamudio 5541;Inst. Educativo Argentino Ntra Sra de Luján;I Educ Arg Ntra Sra de Luján;4572-3466/7490;12;VILLA PUEYRREDON;-58.5025;-34.576
Avda. Albarellos 2367;Inst. Damasa Zelaya de Saavedra;I D Zelaya de Saavedra;4572-5913/4117;12;VILLA PUEYRREDON;-58.5041;-34.5739
Gabriela Mistral 3757;Inst. Fasta San Vicente de Paul;I Fasta San Vicente de Paul;4501-1306;11;VILLA DEVOTO;-58.5129;-34.594
Navarro 2517;Centro Educativo Parroquia San José Santa Magdalena;CE Pquia San José Sta Magdalena;4373-5963;15;AGRONOMIA;-58.4908;-34.5916
Avda. Gral. Mosconi 3022;Inst. Ntra. Sra. del Huerto;I Ntra Sra del Huerto;4571-7584;12;VILLA PUEYRREDON;-58.5037;-34.5874
Vallejos 4746;Inst. Ntra. Sra. de Gracia y Buen Remedio;I Ntra Sra de Gracia y Buen Remedio;4501-0249;11;VILLA DEVOTO;-58.5237;-34.6021
Avda. San Martín 6832;Inst. San José;I San José;4501-1125;11;VILLA DEVOTO;-58.5102;-34.5922
Mercedes 4734;Inst. Mater Dolorosa;I Mater Dolorosa;4501-0476;11;VILLA DEVOTO;-58.5175;-34.5952
Avda. Gral. Mosconi 3845;Inst. J. N. Bialik;I J N Bialik;4501-2123;11;VILLA DEVOTO;-58.5148;-34.5938
José Cubas 3675;Colegio Episcopal de Buenos Aires;Col Episcopal de Buenos Aires;4501-0032;11;VILLA DEVOTO;-58.5105;-34.5947
Campana 4658;Escuela de Enfermeria del Htal. Sirio Libanes;E Enf Htal. Sirio Libanés;4574-2518/4343;11;VILLA DEVOTO;-58.5073;-34.5899
Avda. San Martín 5481;Escuela de Enfermeria Helena Larroque de Roffo;E Enf H Larroque de Roffo;4580-2800 int. 247;15;AGRONOMIA;-58.4946;-34.5968
Terrada 3080;Inst. Platerillo;I Platerillo;4502-8383/4801;11;VILLA DEL PARQUE;-58.4892;-34.6004
Avda. de los Constituyentes 5880;Inst. Politécnico Modelo;I Politécnico Modelo;4572-2871;12;VILLA PUEYRREDON;-58.5041;-34.5731
Avda. Nazca 4966;Platerillo;Platerillo;4571-9124;12;VILLA PUEYRREDON;-58.5043;-34.5841
Avda. Albarellos 2578;Aula Nueva;Aula Nueva;4574-2117;12;VILLA PUEYRREDON;-58.5061;-34.5756
Pirán 6324;Inst. Garabatos;I Garabatos;4572-9157;12;VILLA URQUIZA;-58.5059;-34.5712
Terrada 4356;Inst. Del Sol;I Del Sol;4572-2184;12;VILLA PUEYRREDON;-58.4988;-34.5883
Franco 3057;Centro de Arte y Tecnología;C Arte y Tecnología;4571-6505;12;VILLA PUEYRREDON;-58.5085;-34.5826
Nueva York 3571;Inst. Secundario Cardenal Copello;I Sec Cardenal Copello;4501-0427;11;VILLA DEVOTO;-58.5065;-34.5968
Simbrón 3160;Inst. Evangélico Americano;I Evangélico Americano;4504-3900;11;VILLA DEL PARQUE;-58.4961;-34.5995
Pedro Lozano 3151;Inst. San José de Villa del Parque;I San José de Villa del Parque;4503-9248/9667;11;VILLA DEL PARQUE;-58.4946;-34.6008
Cuenca 2651;Inst. Santísima Virgen Niña;I Santísima Virgen Niña;4501-0854 4502-9168;11;VILLA DEL PARQUE;-58.4922;-34.6051
Asunción 3780;Inst. Ntra. Sra. de la Misericordia;I Ntra Sra de la Misericordia;4502-5020;11;VILLA DEVOTO;-58.5084;-34.5994
Simbrón 5275;Inst. San Rafael;I San Rafael;4568-8121;11;VILLA DEVOTO;-58.5216;-34.6159
Pedro Morán 4441;Villa Devoto School;Villa Devoto School;4501-9419/1307;11;VILLA DEVOTO;-58.5158;-34.6047
Cnel. Pedro Calderón de la Barca 3056;Hogar San Rafael;Hogar San Rafael;4568-1100;11;VILLA DEVOTO;-58.5226;-34.6139
Irigoyen 2150;Escuela Cristiana Evangélica Argentina;E Cristiana Evangélica Argentina;4641-8173/3957;10;VILLA REAL;-58.5252;-34.6218
Simbrón 5490;Inst. Modelo de Enseñanza Privada;I Modelo de Enseñanza Privada;4568-9261;10;VILLA REAL;-58.5239;-34.6182
Avda. Alvarez Jonte 4896;Inst. Argentino Hebreo Marc Chagall;I Arg Hebreo Marc Chagall;4639-8872/73;10;MONTE CASTRO;-58.5068;-34.6204
Tinogasta 5824;Inst. Juan Amos Comenio;I Juan Amos Comenio;4641-3957/8173;10;VILLA REAL;-58.5258;-34.6215
Avda. Nazca 3330;Inst. Glaux;I Glaux;4501-3100 4504-2477;11;VILLA DEL PARQUE;-58.4924;-34.5981
Gualeguaychú 3530;Inst. Cuenta Cuentos;I Cuenta Cuentos;4501-9642;11;VILLA DEVOTO;-58.5122;-34.6033
Gualeguaychú 3152;Colegio Evangélico Villa Devoto;Col Evangélico Villa Devoto;4501-0880;11;VILLA DEVOTO;-58.5094;-34.6064
Fernández de Enciso 3565;Escuela del Mirador;Esc del Mirador;4501-9742;11;VILLA DEVOTO;-58.5133;-34.606
Nogoyá 2620;Colegio Nuevo Pensar;Col Nuevo Pensar;4502-2126;11;VILLA DEL PARQUE;-58.4867;-34.6
Pedro Lozano 2730;Centro Educativo Buenos Aires;C E Buenos Aires;4501-2674 4502-9657;11;VILLA DEL PARQUE;-58.4896;-34.5981
Avda. Salvador María del Carril 5073;Inst. Cristiano Evangélico Devoto;I Cristiano Evangélico Devoto;4503-0534;11;VILLA DEVOTO;-58.5262;-34.608
Baigorria 3054;Colegio del Trébol;Col del Trébol;4504-4735;11;VILLA DEL PARQUE;-58.4907;-34.6037
Asunción 3178;Jardín de los Manzanos;J de los Manzanos;4504-4574;15;AGRONOMIA;-58.5003;-34.5944
Gral. César Díaz 2441;Lima Limón;Lima Limón;4584-2502;11;VILLA GRAL. MITRE;-58.4733;-34.6113
Muñiz 438;Escuela Infantil Artelin;EI Artelín;4981-0085;5;ALMAGRO;-58.4271;-34.6186
Avda. Avellaneda 4455;Inst. Espíritu Santo;I Espíritu Santo;4671-7874;10;VELEZ SARSFIELD;-58.489;-34.6321
Cuzco 176;Inst. San Cayetano;I San Cayetano;4641-0082;9;LINIERS;-58.528;-34.6379
Irigoyen 1143;Inst. Ntra. Sra. del Buen y Perpetuo Socorro;I Ntra Sra del Buen y Perpetuo Socorro;4567-1175 4566-2146;10;VILLA LURO;-58.5145;-34.6298
Avda. Juan B. Justo 7525;Inst. Angela Copello;I Angela Copello;4671-6530;10;VELEZ SARSFIELD;-58.4954;-34.6297
Avda. Rivadavia 9441;Escuela Modelo D. F. Sarmiento;Esc Modelo D F Sarmiento;4683-1620/5579;10;VILLA LURO;-58.4972;-34.637
Bacacay 4896;Inst. Santísimo Sacramento;I Santísimo Sacramento;4671-1277;10;VELEZ SARSFIELD;-58.4954;-34.6347
Bermúdez 2052;Inst. San Pedro;I San Pedro;4566-0343;10;MONTE CASTRO;-58.5094;-34.6197
Cervantes 1168;Inst. San Ramón Nonato;I San Ramón Nonato;4567-8392 4566-8543;10;VELEZ SARSFIELD;-58.5014;-34.6279
Bacacay 4747;Inst. Juan Bautista Berthier;I JB Berthier;4671-8664;10;VELEZ SARSFIELD;-58.4933;-34.6342
Moliere 836;Inst. Santísimo Corazón de Jesus;I Santísimo Corazón de Jesús;4648-1285;10;VILLA LURO;-58.5068;-34.6311
Benito Juárez 2159;Inst. San Rafael (niñas);I San Rafael (niñas);4566-0462;10;MONTE CASTRO;-58.5044;-34.6196
Dr. Alejandro Korn 4283;Inst. Cristo Maestro;I Cristo Maestro;4568-0225;10;FLORESTA;-58.4959;-34.62
Santo Tomé 5130;Escuela Cristiana de la Puerta Abierta;Esc Cristiana de la Puerta Abierta;4566-0552 4568-6667;10;MONTE CASTRO;-58.5125;-34.62
Arregui 5028;Valle Grande;Valle Grande;4566-3935;10;MONTE CASTRO;-58.5101;-34.6196
Avda. Lope de Vega 80;Nuevo Sol de Educación Integral;Nuevo Sol de Educ Integral;4683-5815;10;VILLA LURO;-58.4997;-34.6369
Bahía Blanca 2246;Colegio Nuevos Ayres;Col Nuevos Ayres;4566-5858/4567-8970;10;MONTE CASTRO;-58.4984;-34.6134
Fournier 3157;Inst. Nueva Pompeya;I Nueva Pompeya;4918-0958/8140;4;NUEVA POMPEYA;-58.418;-34.6526
Avda. Tilcara 3178;Inst. San Antonio de Padua;I San Antonio de Padua;4918-0640;4;NUEVA POMPEYA;-58.4187;-34.653
Avda. Lafuente 3242;Inst. Cristo Obrero;I Cristo Obrero;4919-2430/2441;8;VILLA SOLDATI;-58.4383;-34.663
Corrales 3190;Inst. San José;I San José;4918-6523;8;VILLA SOLDATI;-58.4411;-34.6635
Portela 2750;Inst. Ntra. Sra. de Fátima;I Ntra Sra de Fátima;4918-3778;8;VILLA SOLDATI;-58.4469;-34.6589
Cóndor 2150;Inst. Ntra. Sra. de las Gracias;I Ntra Sra de Las Gracias;4918-2570;8;VILLA SOLDATI;-58.429;-34.6576
Corrales 2527;Inst. Isaac Bakchellian;I Isaac Bakchellian;4918-7245;8;VILLA SOLDATI;-58.4348;-34.6579
Pergamino 2882;Inst. Ntra. Sra. de Fátima;I Ntra Sra de Fátima;4918-3778;8;VILLA SOLDATI;-58.4476;-34.66
Somellera 1720;Inst. San Judas Tadeo;I San Judas Tadeo;4922-6897;7;PARQUE CHACABUCO;-58.4361;-34.644
Itaquí 2855;Jardín Maternal San José;JM San José;4919-1867;8;VILLA SOLDATI;-58.44;-34.659
Avda. Riestra 2860;Escuela de Arbitros;Esc de Arbitros;4633-2191 4373-2649;8;VILLA SOLDATI;-58.4469;-34.6534
Avda. Emilio Castro 6351;Inst. San José;I San José;4642-3219;9;LINIERS;-58.5113;-34.6498
Cosquín 4951;Inst. Sagrada Familia;I Sagrada Familia;4601-1105;8;VILLA RIACHUELO;-58.4741;-34.6874
Guaminí 1850;Inst. María Ana Mogas;I María Ana Mogas;4687-0890;9;MATADEROS;-58.5146;-34.6583
Avda. Emilio Castro 7142;Inst. Ntra. Sra. de Luján de los Patriotas;I Luján de los Patriotas;4687-8069 4654-2315;9;MATADEROS;-58.5185;-34.6536
Avda. Piedra Buena 3595;Inst. Ntra. Sra. de la Paz;I Ntra Sra de la Paz;4602-9300;8;VILLA LUGANO;-58.4916;-34.6746
Pilar 1627;Inst. Megly;I Megly;4687-8681;9;MATADEROS;-58.508;-34.6551
Ulrico Schmidl 7432;Inst. San Cosme y San Damián;I San Cosme y San Damián;4687-8368/7217;9;MATADEROS;-58.5185;-34.6572
Avda. Piedra Buena 3848;Inst. Don Orione;I Don Orione;4601-2723 4602-1819;8;VILLA LUGANO;-58.4871;-34.6782
Tapalqué 6458;Escuela Evangelico de Nueva Chicago;Esc Evangélica de Nueva Chicago;4687-0532;9;MATADEROS;-58.5054;-34.6577
Ventura Bosch 6662;Inst. Ntra. Sra. de las Nieves;I Ntra Sra de Las Nieves;4641-4171/2771;9;LINIERS;-58.5202;-34.6427
Andalgalá 2264;Inst. San Felipe Neri;I San Felipe Neri;4687-0685/0713;9;MATADEROS;-58.5068;-34.6621
Avda. de los Corrales 7351;Inst. Madre del Buen Consejo;I Madre del Buen Consejo;4687-0529/7095;9;MATADEROS;-58.5071;-34.6681
Montiel 3015;Inst. Leopoldo Marechal;I Leopoldo Marechal;4686-0357/4281;9;MATADEROS;-58.5028;-34.6698
Avda. Piedra Buena 3595;Inst. Superior Ntra. Sra. de la Paz;I Sup Ntra Sra de la Paz;4602-9300;8;VILLA LUGANO;-58.4916;-34.6746
Murguiondo 1131;Inst. Dr. Raul Juan Gandini;I Dr Gandini;4687-1619;9;MATADEROS;-58.5103;-34.6501
Manuel Artigas 6828;Inst. Gustavo Adolfo Becquer;I Gustavo Adolfo Becquer;4687-5025;9;MATADEROS;-58.5095;-34.6564
